mass_ratio chirp_mass a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl luminosity_distance dec ra theta_jn psi phase geocent_time
0.7405329089178052 35.42948782582505 0.4 0.3 0.5 1.0 1.7 0.3 2426.3291640228986 -0.2 1.4 2.6068071278249394 2.659 1.3 1126259642.413
0.6422046740237537 56.08334241989125 0.4 0.3 0.5 1.0 1.7 0.3 4049.2987162178506 -0.2 1.4 1.1726081825706258 2.659 1.3 1126259642.413
0.9765773605125118 59.78575989974921 0.4 0.3 0.5 1.0 1.7 0.3 2456.0111869041443 -0.2 1.4 2.627551913250738 2.659 1.3 1126259642.413
0.21550227611824857 32.94330449611339 0.4 0.3 0.5 1.0 1.7 0.3 1273.9061712937826 -0.2 1.4 0.4574826150222244 2.659 1.3 1126259642.413
0.6127618289151934 59.53924033914717 0.4 0.3 0.5 1.0 1.7 0.3 4016.073726277579 -0.2 1.4 1.3978873689082454 2.659 1.3 1126259642.413
0.8649831579481905 67.56052199691428 0.4 0.3 0.5 1.0 1.7 0.3 3449.9133017566733 -0.2 1.4 0.14480298868797056 2.659 1.3 1126259642.413
0.3842650016860981 35.1717955346378 0.4 0.3 0.5 1.0 1.7 0.3 2222.1898701408136 -0.2 1.4 1.679451076755313 2.659 1.3 1126259642.413
0.9757391238325505 75.15733274027205 0.4 0.3 0.5 1.0 1.7 0.3 2742.4070882040537 -0.2 1.4 1.9489452086640955 2.659 1.3 1126259642.413
0.5375957210775951 41.14979332251596 0.4 0.3 0.5 1.0 1.7 0.3 3406.6228171326347 -0.2 1.4 1.7598651376703898 2.659 1.3 1126259642.413
0.9975569149333723 76.11370908831107 0.4 0.3 0.5 1.0 1.7 0.3 2126.151710792092 -0.2 1.4 2.720777012948449 2.659 1.3 1126259642.413
0.7605362285949723 57.01837320755007 0.4 0.3 0.5 1.0 1.7 0.3 2006.3932679842678 -0.2 1.4 1.9725017961187297 2.659 1.3 1126259642.413
0.3820311999181801 32.69674578131972 0.4 0.3 0.5 1.0 1.7 0.3 2585.9313105772044 -0.2 1.4 2.6324514563939623 2.659 1.3 1126259642.413
0.6596303704753292 50.340357074420346 0.4 0.3 0.5 1.0 1.7 0.3 1365.0447099367486 -0.2 1.4 0.5066963396830237 2.659 1.3 1126259642.413
0.6438659070968955 51.752659254268266 0.4 0.3 0.5 1.0 1.7 0.3 4101.111787473908 -0.2 1.4 2.633724249307634 2.659 1.3 1126259642.413
0.7155970809290655 51.33884942798986 0.4 0.3 0.5 1.0 1.7 0.3 3716.324831789682 -0.2 1.4 2.2775637949670506 2.659 1.3 1126259642.413
0.9901947016542524 66.39926247104833 0.4 0.3 0.5 1.0 1.7 0.3 4025.3311876956263 -0.2 1.4 1.5968249548474749 2.659 1.3 1126259642.413
0.8078335073960918 64.75197275792758 0.4 0.3 0.5 1.0 1.7 0.3 1303.6135188207663 -0.2 1.4 1.4223487857001353 2.659 1.3 1126259642.413
0.5709586880455695 41.75580437153982 0.4 0.3 0.5 1.0 1.7 0.3 1414.0813974209143 -0.2 1.4 2.888786588097833 2.659 1.3 1126259642.413
0.20259316038639566 33.564946044197825 0.4 0.3 0.5 1.0 1.7 0.3 1541.538136041648 -0.2 1.4 2.2276336633026967 2.659 1.3 1126259642.413
0.2684135469359453 25.025524059013517 0.4 0.3 0.5 1.0 1.7 0.3 2411.8618130753916 -0.2 1.4 0.3545945231289534 2.659 1.3 1126259642.413
0.5187312301978246 42.18740733060678 0.4 0.3 0.5 1.0 1.7 0.3 3237.7629235164713 -0.2 1.4 1.9120017026690908 2.659 1.3 1126259642.413
0.6386698208259465 38.86276904134043 0.4 0.3 0.5 1.0 1.7 0.3 4293.035537488195 -0.2 1.4 0.8955401533155266 2.659 1.3 1126259642.413
0.9347155024314192 80.50516014235585 0.4 0.3 0.5 1.0 1.7 0.3 1477.2694913390012 -0.2 1.4 2.0656939156608174 2.659 1.3 1126259642.413
0.8743921484169453 54.538943272889895 0.4 0.3 0.5 1.0 1.7 0.3 4709.773303847017 -0.2 1.4 2.362950617694062 2.659 1.3 1126259642.413
0.6864206926009533 64.04912185771234 0.4 0.3 0.5 1.0 1.7 0.3 2532.991139113654 -0.2 1.4 2.0637061195149835 2.659 1.3 1126259642.413
0.7981357020807677 45.56878131829031 0.4 0.3 0.5 1.0 1.7 0.3 1933.855531002658 -0.2 1.4 0.815445353351277 2.659 1.3 1126259642.413
0.5033705856904043 27.660256188831656 0.4 0.3 0.5 1.0 1.7 0.3 3512.4754678188538 -0.2 1.4 1.1808329701667768 2.659 1.3 1126259642.413
0.4935768405044816 52.48703377119494 0.4 0.3 0.5 1.0 1.7 0.3 3101.1501076198765 -0.2 1.4 1.5749141906780748 2.659 1.3 1126259642.413
0.5732764927158026 45.45435562465773 0.4 0.3 0.5 1.0 1.7 0.3 1767.095184717381 -0.2 1.4 2.2549952861288594 2.659 1.3 1126259642.413
0.8870102165419743 64.43812382604366 0.4 0.3 0.5 1.0 1.7 0.3 1820.5104472665341 -0.2 1.4 2.0419757743900755 2.659 1.3 1126259642.413
0.7654109758135437 36.281646188418904 0.4 0.3 0.5 1.0 1.7 0.3 4112.313199570028 -0.2 1.4 2.82851399212493 2.659 1.3 1126259642.413
0.8369781282243667 56.39021403740989 0.4 0.3 0.5 1.0 1.7 0.3 3008.3825293688137 -0.2 1.4 0.2583668167673373 2.659 1.3 1126259642.413
0.7187149797549248 61.22366529617326 0.4 0.3 0.5 1.0 1.7 0.3 4055.091212385313 -0.2 1.4 2.4492620171382873 2.659 1.3 1126259642.413
0.14554087424967088 27.713381034715468 0.4 0.3 0.5 1.0 1.7 0.3 4161.591520987097 -0.2 1.4 0.7228152982992968 2.659 1.3 1126259642.413
0.8841301180628758 38.7072737189795 0.4 0.3 0.5 1.0 1.7 0.3 4631.863618888823 -0.2 1.4 0.7855420938374784 2.659 1.3 1126259642.413
0.23661740721983984 39.76375336887501 0.4 0.3 0.5 1.0 1.7 0.3 881.944995075486 -0.2 1.4 1.8517529318696182 2.659 1.3 1126259642.413
0.5555765391472528 58.27322804842977 0.4 0.3 0.5 1.0 1.7 0.3 4618.117819008048 -0.2 1.4 1.166377858684968 2.659 1.3 1126259642.413
0.9384143184096985 29.28099627463048 0.4 0.3 0.5 1.0 1.7 0.3 2616.906911333786 -0.2 1.4 2.1691960571917783 2.659 1.3 1126259642.413
0.2903251238259851 35.93410272910227 0.4 0.3 0.5 1.0 1.7 0.3 4691.677313710389 -0.2 1.4 2.6361389026080886 2.659 1.3 1126259642.413
0.654707520296603 52.00454991362193 0.4 0.3 0.5 1.0 1.7 0.3 4081.500176938389 -0.2 1.4 0.8462258926044942 2.659 1.3 1126259642.413
0.953841524052148 77.92594781032966 0.4 0.3 0.5 1.0 1.7 0.3 4227.8096003367 -0.2 1.4 2.3374413196701846 2.659 1.3 1126259642.413
0.18288607748269228 26.743320406813105 0.4 0.3 0.5 1.0 1.7 0.3 4698.111365217178 -0.2 1.4 2.3299567536235792 2.659 1.3 1126259642.413
0.953831352018693 82.8672931320752 0.4 0.3 0.5 1.0 1.7 0.3 4277.986393087067 -0.2 1.4 1.7505142335906527 2.659 1.3 1126259642.413
0.3958008580476176 39.777267976516384 0.4 0.3 0.5 1.0 1.7 0.3 352.4420757306727 -0.2 1.4 1.3953782000797361 2.659 1.3 1126259642.413
0.6875101010899101 54.601600992531274 0.4 0.3 0.5 1.0 1.7 0.3 3744.5926868800443 -0.2 1.4 1.194031819627894 2.659 1.3 1126259642.413
0.885787034876911 77.63208481042031 0.4 0.3 0.5 1.0 1.7 0.3 4553.389938508488 -0.2 1.4 1.85602924743187 2.659 1.3 1126259642.413
0.5500334765411865 51.62493072295075 0.4 0.3 0.5 1.0 1.7 0.3 3835.3717444186436 -0.2 1.4 1.83445958385732 2.659 1.3 1126259642.413
0.9176857152937492 62.46513630526314 0.4 0.3 0.5 1.0 1.7 0.3 2892.1429620861327 -0.2 1.4 1.6330216545456078 2.659 1.3 1126259642.413
0.4467952414255873 51.192977790592984 0.4 0.3 0.5 1.0 1.7 0.3 4859.177825115637 -0.2 1.4 2.175763860616746 2.659 1.3 1126259642.413
0.18533948498479352 31.58748564033706 0.4 0.3 0.5 1.0 1.7 0.3 1122.742442837248 -0.2 1.4 1.859755573830861 2.659 1.3 1126259642.413
0.8575610767572507 78.51106172129148 0.4 0.3 0.5 1.0 1.7 0.3 2698.3875374709296 -0.2 1.4 2.5724037437639993 2.659 1.3 1126259642.413
0.7003359829653093 38.74348842070129 0.4 0.3 0.5 1.0 1.7 0.3 3704.568600793786 -0.2 1.4 2.167654492151379 2.659 1.3 1126259642.413
0.997769048409142 81.58115471468282 0.4 0.3 0.5 1.0 1.7 0.3 2580.1273074253727 -0.2 1.4 1.313428790784983 2.659 1.3 1126259642.413
0.4711084184039627 54.35861716183519 0.4 0.3 0.5 1.0 1.7 0.3 4076.0679771628506 -0.2 1.4 1.7024884949401435 2.659 1.3 1126259642.413
