mass_ratio chirp_mass a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl luminosity_distance dec ra theta_jn psi phase geocent_time
0.635497883598866 56.40354652276326 0.4 0.3 0.5 1.0 1.7 0.3 4136.457425413472 -1.2108 1.375 2.12825464699188 2.659 1.3 1126259642.413
0.8806306893355148 58.83400340773368 0.4 0.3 0.5 1.0 1.7 0.3 2969.247159405268 -1.2108 1.375 1.4170506230133602 2.659 1.3 1126259642.413
0.4766042452328363 49.835878871096305 0.4 0.3 0.5 1.0 1.7 0.3 2069.9628291691474 -1.2108 1.375 0.993371441508416 2.659 1.3 1126259642.413
0.9511507717672657 31.103292323426377 0.4 0.3 0.5 1.0 1.7 0.3 2608.076741749697 -1.2108 1.375 1.8113926519884427 2.659 1.3 1126259642.413
0.4626534451967655 49.416139659826555 0.4 0.3 0.5 1.0 1.7 0.3 3659.987630591179 -1.2108 1.375 2.28042297316153 2.659 1.3 1126259642.413
0.5474480454099726 31.260434045317073 0.4 0.3 0.5 1.0 1.7 0.3 2999.0393019736703 -1.2108 1.375 1.0865262345347306 2.659 1.3 1126259642.413
0.9962740251729129 34.45766869029149 0.4 0.3 0.5 1.0 1.7 0.3 2020.644597533962 -1.2108 1.375 0.5537514228407429 2.659 1.3 1126259642.413
0.82328247099941 78.0713754396094 0.4 0.3 0.5 1.0 1.7 0.3 2875.3631012213086 -1.2108 1.375 2.1009739234741422 2.659 1.3 1126259642.413
0.6305820059940737 39.07389720217315 0.4 0.3 0.5 1.0 1.7 0.3 1180.528337811342 -1.2108 1.375 2.9310022838409977 2.659 1.3 1126259642.413
0.9869872360079861 31.538029686866597 0.4 0.3 0.5 1.0 1.7 0.3 1823.4002079301194 -1.2108 1.375 1.2924023871757755 2.659 1.3 1126259642.413
0.32430411070676995 41.09946234111173 0.4 0.3 0.5 1.0 1.7 0.3 2507.4176953318643 -1.2108 1.375 2.272292918039274 2.659 1.3 1126259642.413
0.9093622427927335 32.3381894112792 0.4 0.3 0.5 1.0 1.7 0.3 2301.463550324109 -1.2108 1.375 2.260517246421055 2.659 1.3 1126259642.413
0.2139010374257832 34.220897980777146 0.4 0.3 0.5 1.0 1.7 0.3 4862.652303679014 -1.2108 1.375 1.210323403286841 2.659 1.3 1126259642.413
0.985866898672838 80.8556047970997 0.4 0.3 0.5 1.0 1.7 0.3 4885.534664667741 -1.2108 1.375 1.4992091049996303 2.659 1.3 1126259642.413
0.8652253917997181 80.92442251690827 0.4 0.3 0.5 1.0 1.7 0.3 4922.954315097567 -1.2108 1.375 2.13150170009273 2.659 1.3 1126259642.413
0.1889399270296973 28.374328778792133 0.4 0.3 0.5 1.0 1.7 0.3 3471.5719936000187 -1.2108 1.375 2.107301303503464 2.659 1.3 1126259642.413
0.37140232325212014 34.174086262392066 0.4 0.3 0.5 1.0 1.7 0.3 3207.2114562855536 -1.2108 1.375 1.3135543280257966 2.659 1.3 1126259642.413
0.22934957645830842 35.13234136278383 0.4 0.3 0.5 1.0 1.7 0.3 3374.998729173385 -1.2108 1.375 2.082339141644642 2.659 1.3 1126259642.413
0.3323607454343494 46.467825924280625 0.4 0.3 0.5 1.0 1.7 0.3 2086.4529469813097 -1.2108 1.375 0.6360539141615201 2.659 1.3 1126259642.413
0.5376142896418528 49.26922089265926 0.4 0.3 0.5 1.0 1.7 0.3 2233.081389123975 -1.2108 1.375 1.3746536870748358 2.659 1.3 1126259642.413
0.781224034375806 72.21168514588025 0.4 0.3 0.5 1.0 1.7 0.3 620.0920219875968 -1.2108 1.375 0.5117820067386724 2.659 1.3 1126259642.413
0.9772647726778149 57.733587902312145 0.4 0.3 0.5 1.0 1.7 0.3 4126.289333237487 -1.2108 1.375 1.2284987873352584 2.659 1.3 1126259642.413
0.6452185253473052 43.888698466068874 0.4 0.3 0.5 1.0 1.7 0.3 2726.226573859679 -1.2108 1.375 1.9956893057053975 2.659 1.3 1126259642.413
0.958057829129501 54.08642617561305 0.4 0.3 0.5 1.0 1.7 0.3 2210.595601372172 -1.2108 1.375 1.7795217441709068 2.659 1.3 1126259642.413
0.8888510736030294 57.52446517738984 0.4 0.3 0.5 1.0 1.7 0.3 4995.783144339186 -1.2108 1.375 0.48253784819839934 2.659 1.3 1126259642.413
0.44904839980872735 33.29916300425781 0.4 0.3 0.5 1.0 1.7 0.3 2617.0546569355643 -1.2108 1.375 0.8913784091706598 2.659 1.3 1126259642.413
0.7513863226115982 36.545081330245765 0.4 0.3 0.5 1.0 1.7 0.3 2874.763536801558 -1.2108 1.375 1.9884158173045763 2.659 1.3 1126259642.413
0.6798376663805643 57.87856882104005 0.4 0.3 0.5 1.0 1.7 0.3 2387.6108526118173 -1.2108 1.375 2.253743152438801 2.659 1.3 1126259642.413
0.6339282803000709 51.70008545889999 0.4 0.3 0.5 1.0 1.7 0.3 1844.00091410869 -1.2108 1.375 0.85246537652893 2.659 1.3 1126259642.413
0.42145131653227075 53.171090860400035 0.4 0.3 0.5 1.0 1.7 0.3 3371.9518126286443 -1.2108 1.375 1.4768208194974977 2.659 1.3 1126259642.413
0.4443340255216455 54.79370666380762 0.4 0.3 0.5 1.0 1.7 0.3 3808.6047158967617 -1.2108 1.375 1.0933003408181743 2.659 1.3 1126259642.413
0.6121428373222234 43.81216927358857 0.4 0.3 0.5 1.0 1.7 0.3 4701.024799305727 -1.2108 1.375 2.6811572570078264 2.659 1.3 1126259642.413
0.9026229359051808 72.43541681805397 0.4 0.3 0.5 1.0 1.7 0.3 3593.9361834247316 -1.2108 1.375 2.793609524281607 2.659 1.3 1126259642.413
0.513091509142702 56.76893743198729 0.4 0.3 0.5 1.0 1.7 0.3 3553.715169026562 -1.2108 1.375 1.6354681926523347 2.659 1.3 1126259642.413
0.7845737729299674 63.48617649820432 0.4 0.3 0.5 1.0 1.7 0.3 4193.505207817592 -1.2108 1.375 1.1442206221503064 2.659 1.3 1126259642.413
0.3851068909376446 33.53746769022928 0.4 0.3 0.5 1.0 1.7 0.3 4310.6074290634815 -1.2108 1.375 1.451930304423669 2.659 1.3 1126259642.413
0.7045708742638033 31.894085625461372 0.4 0.3 0.5 1.0 1.7 0.3 3074.3415887532615 -1.2108 1.375 1.7785228781729752 2.659 1.3 1126259642.413
0.7455803190205336 48.62990825384664 0.4 0.3 0.5 1.0 1.7 0.3 4930.373091390938 -1.2108 1.375 2.144035320333032 2.659 1.3 1126259642.413
0.664690570287685 65.93851247223871 0.4 0.3 0.5 1.0 1.7 0.3 3607.0358759522146 -1.2108 1.375 0.43883310850276175 2.659 1.3 1126259642.413
0.4111398956062972 43.790047020143994 0.4 0.3 0.5 1.0 1.7 0.3 4362.73618938103 -1.2108 1.375 1.724109248877318 2.659 1.3 1126259642.413
0.29494482238985537 36.49910984631547 0.4 0.3 0.5 1.0 1.7 0.3 3680.9230609258716 -1.2108 1.375 2.133933243058044 2.659 1.3 1126259642.413
0.6568439916905132 46.195982850613134 0.4 0.3 0.5 1.0 1.7 0.3 4155.337804762459 -1.2108 1.375 2.047146012314319 2.659 1.3 1126259642.413
0.46192351722937147 48.354946665378534 0.4 0.3 0.5 1.0 1.7 0.3 3059.5246984717364 -1.2108 1.375 1.1649928722728649 2.659 1.3 1126259642.413
0.20138697578882672 31.737099340889625 0.4 0.3 0.5 1.0 1.7 0.3 1288.0030057881136 -1.2108 1.375 1.3915293738752392 2.659 1.3 1126259642.413
0.7966706584252015 30.092556900762723 0.4 0.3 0.5 1.0 1.7 0.3 4106.658127413183 -1.2108 1.375 0.41456634011332844 2.659 1.3 1126259642.413
0.7180030255358365 48.855813609671394 0.4 0.3 0.5 1.0 1.7 0.3 4402.733700944145 -1.2108 1.375 1.059772336024281 2.659 1.3 1126259642.413
0.8029202387357075 45.96611290047797 0.4 0.3 0.5 1.0 1.7 0.3 2876.0874945725773 -1.2108 1.375 2.5563723579641553 2.659 1.3 1126259642.413
0.9695111153856896 82.2330997310449 0.4 0.3 0.5 1.0 1.7 0.3 711.1175166217663 -1.2108 1.375 1.5895286683941199 2.659 1.3 1126259642.413
0.29933989618243956 34.06951207898228 0.4 0.3 0.5 1.0 1.7 0.3 1360.4740475094982 -1.2108 1.375 1.6923023383157596 2.659 1.3 1126259642.413
0.6353297930569253 54.57500083747832 0.4 0.3 0.5 1.0 1.7 0.3 3930.7151156392197 -1.2108 1.375 0.5734475519306564 2.659 1.3 1126259642.413
0.3798354823962719 42.474513810242236 0.4 0.3 0.5 1.0 1.7 0.3 1866.7535453922394 -1.2108 1.375 1.0786071464939944 2.659 1.3 1126259642.413
0.5019833449000783 50.037401687715324 0.4 0.3 0.5 1.0 1.7 0.3 4020.7401111322483 -1.2108 1.375 1.1170893407419753 2.659 1.3 1126259642.413
0.33109630330546863 27.357842488557168 0.4 0.3 0.5 1.0 1.7 0.3 4318.342150435007 -1.2108 1.375 1.0241301773835156 2.659 1.3 1126259642.413
0.5004776517659827 39.55454234574769 0.4 0.3 0.5 1.0 1.7 0.3 3889.6518779887265 -1.2108 1.375 2.26086537990776 2.659 1.3 1126259642.413
0.8426503717421909 63.228128394708484 0.4 0.3 0.5 1.0 1.7 0.3 3075.3158744096104 -1.2108 1.375 1.8386768762672416 2.659 1.3 1126259642.413
0.2602047951725083 31.381836787810787 0.4 0.3 0.5 1.0 1.7 0.3 939.6935788058755 -1.2108 1.375 1.1322129056949513 2.659 1.3 1126259642.413
0.5574369985459826 51.268413832549136 0.4 0.3 0.5 1.0 1.7 0.3 2626.20436553175 -1.2108 1.375 1.5916524942280745 2.659 1.3 1126259642.413
0.3863760910522088 29.858618567751613 0.4 0.3 0.5 1.0 1.7 0.3 4516.489628733866 -1.2108 1.375 1.4402881420360474 2.659 1.3 1126259642.413
0.5457788478294732 59.250046041359184 0.4 0.3 0.5 1.0 1.7 0.3 4108.570703948596 -1.2108 1.375 1.9928460448051522 2.659 1.3 1126259642.413
0.2609309866636985 28.656170222870745 0.4 0.3 0.5 1.0 1.7 0.3 4917.2263166816865 -1.2108 1.375 1.7901111625132697 2.659 1.3 1126259642.413
0.520205114886542 49.1699837960586 0.4 0.3 0.5 1.0 1.7 0.3 4391.09716335435 -1.2108 1.375 1.6376057853131365 2.659 1.3 1126259642.413
0.9884997846964967 43.56008360170988 0.4 0.3 0.5 1.0 1.7 0.3 2831.3909521631413 -1.2108 1.375 0.7530805945560194 2.659 1.3 1126259642.413
0.39980582205761717 31.24348007578809 0.4 0.3 0.5 1.0 1.7 0.3 4373.8241761648005 -1.2108 1.375 0.9127081732429658 2.659 1.3 1126259642.413
0.9545856358847064 37.983195607104406 0.4 0.3 0.5 1.0 1.7 0.3 3929.4009346785797 -1.2108 1.375 2.91964003238943 2.659 1.3 1126259642.413
0.3313639176757391 40.25256169850268 0.4 0.3 0.5 1.0 1.7 0.3 468.6606834057405 -1.2108 1.375 1.0184978195928924 2.659 1.3 1126259642.413
0.9855879933037279 40.38325325230252 0.4 0.3 0.5 1.0 1.7 0.3 4152.452155974699 -1.2108 1.375 2.021197835834328 2.659 1.3 1126259642.413
0.61603378189076 60.68891083944216 0.4 0.3 0.5 1.0 1.7 0.3 4474.773000334615 -1.2108 1.375 1.649041561360119 2.659 1.3 1126259642.413
0.4482305395488588 44.478172189370376 0.4 0.3 0.5 1.0 1.7 0.3 3213.13386847734 -1.2108 1.375 2.2098235173522824 2.659 1.3 1126259642.413
0.6915060049626297 48.68485684369138 0.4 0.3 0.5 1.0 1.7 0.3 3995.684011299269 -1.2108 1.375 2.921262116213585 2.659 1.3 1126259642.413
0.70253150769572 33.5284143933833 0.4 0.3 0.5 1.0 1.7 0.3 2248.1585797688053 -1.2108 1.375 2.048401134654592 2.659 1.3 1126259642.413
0.824478492950095 47.35770247696726 0.4 0.3 0.5 1.0 1.7 0.3 4931.205055527236 -1.2108 1.375 0.2784142683167654 2.659 1.3 1126259642.413
0.31882036045589274 32.21667717829158 0.4 0.3 0.5 1.0 1.7 0.3 3354.3075523250113 -1.2108 1.375 0.630846116364465 2.659 1.3 1126259642.413
0.6510993651554544 52.737187705894975 0.4 0.3 0.5 1.0 1.7 0.3 3128.2951286914686 -1.2108 1.375 1.4785668460338188 2.659 1.3 1126259642.413
0.4698809239341775 35.76691441855082 0.4 0.3 0.5 1.0 1.7 0.3 696.0571890480632 -1.2108 1.375 1.0045882748754336 2.659 1.3 1126259642.413
0.7017173692011284 63.00276362821342 0.4 0.3 0.5 1.0 1.7 0.3 2373.3212974407065 -1.2108 1.375 2.5408628724925397 2.659 1.3 1126259642.413
0.18933857876994795 33.491831165742866 0.4 0.3 0.5 1.0 1.7 0.3 3004.3513558784443 -1.2108 1.375 2.125396513909609 2.659 1.3 1126259642.413
0.628920337963476 53.488693625362224 0.4 0.3 0.5 1.0 1.7 0.3 1215.3762077577412 -1.2108 1.375 2.1064911015353465 2.659 1.3 1126259642.413
0.13905229092373014 26.8879907950796 0.4 0.3 0.5 1.0 1.7 0.3 4637.9425539239455 -1.2108 1.375 0.6932329755292015 2.659 1.3 1126259642.413
0.8417790128514039 63.06934846726549 0.4 0.3 0.5 1.0 1.7 0.3 3686.677314788338 -1.2108 1.375 0.7685315825234926 2.659 1.3 1126259642.413
0.7867053030009491 72.57039425322607 0.4 0.3 0.5 1.0 1.7 0.3 3756.37423395169 -1.2108 1.375 1.094658822707272 2.659 1.3 1126259642.413
0.7301913453533485 49.82919778719712 0.4 0.3 0.5 1.0 1.7 0.3 1229.92526322979 -1.2108 1.375 0.9172697305360763 2.659 1.3 1126259642.413
