mass_1 mass_2 a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl luminosity_distance dec ra theta_jn psi phase geocent_time
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2814.3973070464453 -0.2 1.4 1.6767423723426274 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1014.5499604986824 -0.2 1.4 1.5690320905774107 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1472.5874230110508 -0.2 1.4 2.906637570791709 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3337.7955943102957 -0.2 1.4 1.0066308425343704 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2582.6366232591163 -0.2 1.4 1.728959997708849 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4879.742133245217 -0.2 1.4 1.7919246278900431 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4178.318660912559 -0.2 1.4 2.308152465169829 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3495.269337800111 -0.2 1.4 1.6645886105127103 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3693.574777710515 -0.2 1.4 1.549525713267371 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4414.377510462812 -0.2 1.4 2.4024083809130654 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4074.7700642686236 -0.2 1.4 1.8430829202706422 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4784.408987609613 -0.2 1.4 1.5239279575510396 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4801.172566748741 -0.2 1.4 2.045987128054448 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4573.197177142357 -0.2 1.4 1.132524512725225 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4077.360251712346 -0.2 1.4 0.2378915378787103 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3330.956269120738 -0.2 1.4 1.9022145487177786 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3231.8248798115906 -0.2 1.4 1.7677575659479416 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4026.440153296398 -0.2 1.4 0.8318048154408121 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4182.433868259234 -0.2 1.4 1.0449858309834426 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2857.857496742374 -0.2 1.4 2.276757255469358 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2710.2249834101576 -0.2 1.4 0.6344846738039389 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3653.2021062758304 -0.2 1.4 1.9707970688667078 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3528.9460027435166 -0.2 1.4 1.2332310473879438 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4829.282626405932 -0.2 1.4 1.3130642881852734 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4909.394048586528 -0.2 1.4 0.7264157230911323 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1043.6876176748872 -0.2 1.4 2.9062154550885 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3552.9446056655884 -0.2 1.4 1.2213762986769814 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2230.759685433955 -0.2 1.4 2.08999554460137 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3921.482986659439 -0.2 1.4 1.1384272679926233 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3002.134865935334 -0.2 1.4 1.2969788988716888 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3864.032591050167 -0.2 1.4 2.3860751798999087 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4808.570695282512 -0.2 1.4 0.7965847299675651 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4539.135595054465 -0.2 1.4 1.9319878701505608 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2921.368002229843 -0.2 1.4 2.125829787188798 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1716.4385603351254 -0.2 1.4 1.402571227276886 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3975.7910919631304 -0.2 1.4 1.06687964325038 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3877.7303638226913 -0.2 1.4 1.5893023160684332 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1331.3933403642836 -0.2 1.4 1.8611135292073995 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2978.7188236441607 -0.2 1.4 1.7310102380118189 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3346.5649600790925 -0.2 1.4 0.715339661686441 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4472.788054052712 -0.2 1.4 2.1923433506333097 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3203.147148382409 -0.2 1.4 1.5477480884728751 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1338.2076667856054 -0.2 1.4 1.0996333703570744 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3540.4886741404657 -0.2 1.4 1.443251217148253 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3783.075154946683 -0.2 1.4 0.47703086751571394 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2808.202176341629 -0.2 1.4 0.971434895324682 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4788.261854561328 -0.2 1.4 2.69558410798899 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3109.4449667339427 -0.2 1.4 2.2663356090379567 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4646.714792800493 -0.2 1.4 1.4399862574682316 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3939.3997581162594 -0.2 1.4 1.3880420935965845 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3562.1641873074295 -0.2 1.4 2.2174075647781573 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4641.769224833455 -0.2 1.4 2.104224497056965 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1534.8213193643842 -0.2 1.4 2.668702470960692 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3538.566724471384 -0.2 1.4 0.5529418704892093 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3957.8056139321193 -0.2 1.4 0.9631241464518221 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3663.332183270008 -0.2 1.4 1.3335707284751812 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4824.743909748784 -0.2 1.4 1.8679015953624407 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3915.3530984836707 -0.2 1.4 0.2417283123561132 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1567.1118725867816 -0.2 1.4 1.7613682455894655 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2815.2477044265993 -0.2 1.4 1.6877109387643934 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2594.5984296421784 -0.2 1.4 2.070008634749827 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1081.9639323692097 -0.2 1.4 2.61469739039501 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2673.1286668506373 -0.2 1.4 1.0476742413961089 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3015.50434986574 -0.2 1.4 1.9039752380589146 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4268.593479752406 -0.2 1.4 2.795980213698234 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3502.501618154875 -0.2 1.4 1.8993389403252139 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4938.226458977664 -0.2 1.4 2.4803682010858665 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2028.3035154636268 -0.2 1.4 1.7394226080721955 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3654.087692881887 -0.2 1.4 1.8809001620546595 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3208.9370008084734 -0.2 1.4 2.226666280367012 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3269.460065220491 -0.2 1.4 1.530464384258383 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3563.275577710532 -0.2 1.4 1.815337650357366 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3649.7777567450557 -0.2 1.4 1.9503145406343465 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3320.4200814015167 -0.2 1.4 2.1843776314219405 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 1067.5116020871428 -0.2 1.4 1.5818674412475746 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3064.460332219433 -0.2 1.4 2.0912608049662285 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2804.875924805226 -0.2 1.4 1.7825336752135932 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3703.516529879445 -0.2 1.4 1.8655843109550332 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3928.547668378297 -0.2 1.4 2.2623753084479734 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 3523.7793991280096 -0.2 1.4 1.3298233694523174 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4578.804755163404 -0.2 1.4 1.4294711695593194 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 2644.6221416264134 -0.2 1.4 0.8200177772148084 0.0 0.0 0.0
50.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 4636.6472066115475 -0.2 1.4 1.9909277754697352 0.0 0.0 0.0
